komentar,emosi,sentimen
"Asli parah, gak ngerti ama logika aparat sekarang, lagi rame nih",Lainnya,
"Gak masuk akal sih, gak ngerti ama logika aparat sekarang, cuma share aja",Lainnya,
"Asli parah, masih coba cerna kenapa gak ada yang bantu, no hate ya",Lainnya,
"Serius deh, semoga korban dapet bantuan hukum, penasaran ama opini kalian",Lainnya,
"Kocak tapi miris, semoga pelaku dihukum setimpal, tetap waspada guys 💪",Lainnya,
"Gak masuk akal sih, masyarakat gak boleh diam aja sih, cmiiw ya",Lainnya,
"Kocak tapi miris, semoga korban dapet bantuan hukum, penasaran ama opini kalian",Lainnya,
"Gue setuju sih, polisinya malah nontonin, sumpah absurd, santai aja bacanya",Lainnya,
"Lo pernah liat video itu gak, tindakan kayak gini harusnya dilawan bareng-bareng, good vibes only",Lainnya,
"Baru ngeh deh, pro kontra banget sih ini, let’s discuss",Lainnya,
"Anjir sumpah, respect sama orang yang rekam dan sebarin videonya, gak ada maksud jelek",Marah,
"Menurut gw, kok bisa diem aja sih? 😤, cmiiw ya",Lainnya,
"Lo pernah liat video itu gak, semoga korban dapet bantuan hukum, tetap waspada guys 💪",Lainnya,
"Btw guys, semoga institusi berbenah, ini opini pribadi",Lainnya,
"Miris banget, malu banget ama instansi yang harusnya melindungi, apa pendapat kalian?",Lainnya,
"Gue baru kepikiran, kita harus bareng-bareng jaga keadilan, setuju gak?",Lainnya,
"Menurut gw, kita harus bareng-bareng jaga keadilan, lagi rame nih",Lainnya,
"Miris banget, gak ngerti ama logika aparat sekarang, ini opini pribadi",Lainnya,
"Anjir sumpah, semoga ini jadi titik balik perubahan, gimana menurut lo?",Marah,
"Asli parah, kok bisa kejadian di depan mapolri?, ini opini pribadi",Lainnya,
"Bener juga ya, parahnya bukan main, udah jatuh ditimpa kamera polisi, cuma share aja",Lainnya,
"Serius deh, semoga korban dapet bantuan hukum, gimana menurut lo?",Lainnya,
"Kocak tapi miris, lagi trending banget di explore, santai aja bacanya",Lainnya,
"Gue setuju sih, bikin malu banget sih polisi cuma rekam doang, good vibes only",Lainnya,
"Ini mah keterlaluan, penasaran sama klarifikasi dari pihak polisi, ini opini pribadi",Lainnya,
"Anjir sumpah, bingung ama kronologinya, lagi rame nih",Marah,
"Fix banget, debt collector liar makin berani karena dibiarin, peace all ✌️",Lainnya,
"Lo pernah liat video itu gak, semoga pelaku dan pembiar dihukum adil, semoga bermanfaat",Lainnya,
"Gue setuju sih, itu debt collector udah kayak preman, apa pendapat kalian?",Lainnya,
"Fix banget, penting banget edukasi hukum ke masyarakat, penasaran ama opini kalian",Sedih,
"Gue setuju sih, masih coba cerna kenapa gak ada yang bantu, gak ada maksud jelek",Lainnya,
"Gak masuk akal sih, rame banget debatnya di medsos, peace all ✌️",Lainnya,
"Bener juga ya, kalo rakyat kecil, pasti udah ditangkap tuh, apa pendapat kalian?",Lainnya,
"Btw guys, lumayan viral nih kasusnya, setuju gak?",Lainnya,
"Fix banget, jangan-jangan udah biasa diem aja?, any thoughts?",Lainnya,
"Gue setuju sih, ini kalo gak viral, bakalan hilang gitu aja, ini opini pribadi",Lainnya,
"Baru ngeh deh, tugas polisi bukan jadi kameramen, lagi rame nih",Lainnya,
"Kocak tapi miris, kok bisa kejadian di depan mapolri?, cuma share aja",Lainnya,
"Gak masuk akal sih, debt collector liar makin berani karena dibiarin, curious ama pendapat lain",Lainnya,
"Bener juga ya, semoga pelaku dihukum setimpal, gimana menurut lo?",Lainnya,
"Nyata banget ini, ini bukan cuma salah pelaku, yang diem juga bersalah, lagi rame nih",Lainnya,
"Ini mah keterlaluan, kalo rakyat kecil, pasti udah ditangkap tuh, let’s discuss",Lainnya,
"Asli serem, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, curious ama pendapat lain",Lainnya,
"Kocak tapi miris, penting banget edukasi hukum ke masyarakat, lagi rame nih",Sedih,
"Sadar gak sih, respect sama orang yang rekam dan sebarin videonya, gimana menurut lo?",Lainnya,
"Miris banget, penasaran sama klarifikasi dari pihak polisi, tetap waspada guys 💪",Lainnya,
"Asli serem, penting banget edukasi hukum ke masyarakat, sekilas pikiran aja",Sedih,
"Ini mah keterlaluan, tindakan kayak gini harusnya dilawan bareng-bareng, santai aja bacanya",Lainnya,
"Ini mah keterlaluan, belum tau latar belakangnya, semoga bermanfaat",Lainnya,
"Fix banget, doain korban kuat dan sehat terus, setuju gak?",Lainnya,
"Gue setuju sih, kita bayar pajak buat ditontonin doang?, no hate ya",Lainnya,
"Serius deh, belum tau latar belakangnya, let’s discuss",Lainnya,
"Serius deh, liat-liat dulu aja deh, cuma share aja",Lainnya,
"Miris banget, kok bisa diem aja sih? 😤, sekilas pikiran aja",Lainnya,
"Lo pernah liat video itu gak, semoga pelaku dihukum setimpal, peace all ✌️",Lainnya,
"Btw guys, ini bukan cuma salah pelaku, yang diem juga bersalah, peace all ✌️",Lainnya,
"Anjir sumpah, polisinya malah nontonin, sumpah absurd, cmiiw ya",Marah,
"Btw guys, semoga institusi berbenah, gak ada maksud jelek",Lainnya,
"Gue setuju sih, rame banget yang repost, tetap waspada guys 💪",Lainnya,
"Menurut gw, semoga Polri mau introspeksi, curious ama pendapat lain",Lainnya,
"Nyata banget ini, semoga korban dapet keadilan 🙏, sekian aja sih",Lainnya,
"Kocak tapi miris, jangan takut speak up soal ketidakadilan, apa pendapat kalian?",Takut,
"Btw guys, parahnya bukan main, udah jatuh ditimpa kamera polisi, santai aja bacanya",Lainnya,
"Gue gak habis pikir, bikin malu banget sih polisi cuma rekam doang, sekilas pikiran aja",Lainnya,
"Gue setuju sih, parahnya bukan main, udah jatuh ditimpa kamera polisi, semoga bermanfaat",Lainnya,
"Anjir sumpah, kita harus bareng-bareng jaga keadilan, penasaran ama opini kalian",Marah,
"Baru ngeh deh, polisinya malah nontonin, sumpah absurd, good vibes only",Lainnya,
"Asli parah, semoga pelaku dan pembiar dihukum adil, semoga bermanfaat",Lainnya,
"Anjir sumpah, bener-bener kehilangan rasa aman sih, setuju gak?",Marah,
"Serius deh, tugas polisi bukan jadi kameramen, good vibes only",Lainnya,
"Serius deh, kalo rakyat kecil, pasti udah ditangkap tuh, no hate ya",Lainnya,
"Btw guys, semoga pelaku dan pembiar dihukum adil, let’s discuss",Lainnya,
"Asli parah, gak ngerti ama logika aparat sekarang, santai aja bacanya",Lainnya,
"Ini mah keterlaluan, ini kalo gak viral, bakalan hilang gitu aja, penasaran ama opini kalian",Lainnya,
"Asli serem, respect sama orang yang rekam dan sebarin videonya, good vibes only",Lainnya,
"Gue baru kepikiran, bingung ama kronologinya, curious ama pendapat lain",Lainnya,
"Gak masuk akal sih, masa kejadian kayak gitu ga ditindak?, lagi rame nih",Lainnya,
"Nyata banget ini, fungsi polisi buat apa kalo gini?, apa pendapat kalian?",Lainnya,
"Serius deh, tindakan kayak gini harusnya dilawan bareng-bareng, peace all ✌️",Lainnya,
"Asli serem, kok bisa diem aja sih? 😤, cmiiw ya",Lainnya,
"Kocak tapi miris, ini bukan cuma salah pelaku, yang diem juga bersalah, penasaran ama opini kalian",Lainnya,
"Kocak tapi miris, jangan sampe kejadian kayak gini keulang lagi, any thoughts?",Lainnya,
"Anjir sumpah, masih banyak orang baik yang peduli, gak ada maksud jelek",Marah,
"Gokil sih, ini bukan cuma salah pelaku, yang diem juga bersalah, any thoughts?",Lainnya,
"Baru ngeh deh, viral kayak gini penting biar dibuka matanya, cuma share aja",Lainnya,
"Serius deh, mudah-mudahan jadi pelajaran buat semuanya, lagi rame nih",Lainnya,
"Asli parah, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, gak ada maksud jelek",Lainnya,
"Btw guys, gak ngerti ama logika aparat sekarang, semoga bermanfaat",Lainnya,
"Sadar gak sih, semoga ini jadi titik balik perubahan, setuju gak?",Lainnya,
"Gokil sih, masih coba cerna kenapa gak ada yang bantu, setuju gak?",Lainnya,
"Gue baru kepikiran, jangan-jangan udah biasa diem aja?, cmiiw ya",Lainnya,
"Kocak tapi miris, parahnya bukan main, udah jatuh ditimpa kamera polisi, sekian aja sih",Lainnya,
"Menurut gw, semoga korban dapet keadilan 🙏, cuma share aja",Lainnya,
"Asli serem, jangan takut speak up soal ketidakadilan, setuju gak?",Takut,
"Gak masuk akal sih, penting banget edukasi hukum ke masyarakat, ini opini pribadi",Sedih,
"Kocak tapi miris, malu banget ama instansi yang harusnya melindungi, setuju gak?",Lainnya,
"Lo pernah liat video itu gak, kita harus bareng-bareng jaga keadilan, setuju gak?",Lainnya,
"Asli parah, gak ngerti ama logika aparat sekarang, any thoughts?",Lainnya,
"Asli serem, kok bisa kejadian di depan mapolri?, curious ama pendapat lain",Lainnya,
"Sadar gak sih, bingung ama kronologinya, santai aja bacanya",Lainnya,
"Kocak tapi miris, semoga Polri mau introspeksi, sekian aja sih",Lainnya,
"Lo pernah liat video itu gak, jangan sampe kejadian kayak gini keulang lagi, lagi rame nih",Lainnya,
"Gak masuk akal sih, masih banyak orang baik yang peduli, santai aja bacanya",Lainnya,
"Ini mah keterlaluan, ini bukan cuma salah pelaku, yang diem juga bersalah, let’s discuss",Lainnya,
"Bener juga ya, doain korban kuat dan sehat terus, any thoughts?",Lainnya,
"Lo pernah liat video itu gak, semoga ini jadi titik balik perubahan, peace all ✌️",Lainnya,
"Lo pernah liat video itu gak, tindakan kayak gini harusnya dilawan bareng-bareng, let’s discuss",Lainnya,
"Miris banget, semoga ini jadi titik balik perubahan, gak ada maksud jelek",Lainnya,
"Kocak tapi miris, belum ngerti konteks lengkapnya, lagi rame nih",Lainnya,
"Lo pernah liat video itu gak, kalo rakyat kecil, pasti udah ditangkap tuh, tetap waspada guys 💪",Lainnya,
"Btw guys, jangan sampe kejadian kayak gini keulang lagi, santai aja bacanya",Lainnya,
"Fix banget, semoga ini jadi titik balik perubahan, cmiiw ya",Lainnya,
"Ini mah keterlaluan, udah kayak negara tanpa hukum, gak ada maksud jelek",Lainnya,
"Asli serem, respect sama orang yang rekam dan sebarin videonya, gak ada maksud jelek",Lainnya,
"Gue baru kepikiran, ini bukan cuma salah pelaku, yang diem juga bersalah, lagi rame nih",Lainnya,
"Serius deh, lagi trending banget di explore, tetap waspada guys 💪",Lainnya,
"Gue setuju sih, masyarakat gak boleh diam aja sih, setuju gak?",Lainnya,
"Gokil sih, tindakan kayak gini harusnya dilawan bareng-bareng, apa pendapat kalian?",Lainnya,
"Btw guys, kebetulan nongol terus di FYP, ini opini pribadi",Lainnya,
"Ini mah keterlaluan, polisinya malah nontonin, sumpah absurd, apa pendapat kalian?",Lainnya,
"Gokil sih, kita harus bareng-bareng jaga keadilan, cuma share aja",Lainnya,
"Fix banget, jangan-jangan udah biasa diem aja?, gak ada maksud jelek",Lainnya,
"Lo pernah liat video itu gak, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, tetap waspada guys 💪",Lainnya,
"Gue setuju sih, malu banget ama instansi yang harusnya melindungi, let’s discuss",Lainnya,
"Asli parah, udah kayak negara tanpa hukum, setuju gak?",Lainnya,
"Nyata banget ini, penting banget edukasi hukum ke masyarakat, any thoughts?",Sedih,
"Baru ngeh deh, ini kalo gak viral, bakalan hilang gitu aja, peace all ✌️",Lainnya,
"Gue baru kepikiran, baru liat videonya rame di X, no hate ya",Lainnya,
"Gue gak habis pikir, bener-bener kehilangan rasa aman sih, gimana menurut lo?",Sedih,
"Gokil sih, masyarakat gak boleh diam aja sih, apa pendapat kalian?",Lainnya,
"Sadar gak sih, respect sama orang yang rekam dan sebarin videonya, cmiiw ya",Lainnya,
"Anjir sumpah, tugas polisi bukan jadi kameramen, lagi rame nih",Marah,
"Bener juga ya, semoga pelaku dihukum setimpal, curious ama pendapat lain",Lainnya,
"Gue setuju sih, fungsi polisi buat apa kalo gini?, sekian aja sih",Lainnya,
"Kocak tapi miris, doain korban kuat dan sehat terus, any thoughts?",Lainnya,
"Miris banget, kita harus bareng-bareng jaga keadilan, curious ama pendapat lain",Lainnya,
"Ini mah keterlaluan, itu debt collector udah kayak preman, any thoughts?",Lainnya,
"Asli parah, kalo rakyat kecil, pasti udah ditangkap tuh, curious ama pendapat lain",Lainnya,
"Gokil sih, semoga korban dapet keadilan 🙏, cuma share aja",Lainnya,
"Gue setuju sih, akhirnya banyak yang buka suara soal ini 👏, ini opini pribadi",Lainnya,
"Gokil sih, semoga korban dapet keadilan 🙏, cuma share aja",Lainnya,
"Lo pernah liat video itu gak, semoga institusi berbenah, good vibes only",Lainnya,
"Menurut gw, jangan sampe kejadian kayak gini keulang lagi, cuma share aja",Lainnya,
"Nyata banget ini, jangan takut speak up soal ketidakadilan, ini opini pribadi",Takut,
"Anjir sumpah, masyarakat gak boleh diam aja sih, peace all ✌️",Marah,
"Miris banget, baru liat videonya rame di X, gak ada maksud jelek",Lainnya,
"Asli parah, respect sama orang yang rekam dan sebarin videonya, tetap waspada guys 💪",Lainnya,
"Sadar gak sih, belum jelas juga siapa yang bener, santai aja bacanya",Lainnya,
"Btw guys, jangan sampe kejadian kayak gini keulang lagi, semoga bermanfaat",Lainnya,
"Baru ngeh deh, ini kalo gak viral, bakalan hilang gitu aja, apa pendapat kalian?",Lainnya,
"Nyata banget ini, jangan takut speak up soal ketidakadilan, peace all ✌️",Takut,
"Ini mah keterlaluan, harusnya viral biar ditindak, gak ada maksud jelek",Lainnya,
"Lo pernah liat video itu gak, viral kayak gini penting biar dibuka matanya, setuju gak?",Lainnya,
"Asli parah, gak ngerti ama logika aparat sekarang, sekian aja sih",Lainnya,
"Ini mah keterlaluan, jangan-jangan udah biasa diem aja?, no hate ya",Lainnya,
"Bener juga ya, malu banget ama instansi yang harusnya melindungi, cuma share aja",Lainnya,
"Gue setuju sih, masih banyak orang baik yang peduli, gak ada maksud jelek",Lainnya,
"Btw guys, miris banget lihat pembiaran kekerasan gitu, cuma share aja",Lainnya,
"Anjir sumpah, tugas polisi bukan jadi kameramen, ini opini pribadi",Marah,
"Bener juga ya, ini kalo gak viral, bakalan hilang gitu aja, curious ama pendapat lain",Lainnya,
"Asli parah, kok bisa kejadian di depan mapolri?, gimana menurut lo?",Lainnya,
"Serius deh, kayaknya bakal panjang urusannya, ini opini pribadi",Lainnya,
"Gokil sih, mudah-mudahan jadi pelajaran buat semuanya, curious ama pendapat lain",Lainnya,
"Menurut gw, udah kayak negara tanpa hukum, cmiiw ya",Lainnya,
"Gue setuju sih, penasaran sama klarifikasi dari pihak polisi, peace all ✌️",Lainnya,
"Gokil sih, semoga korban dapet bantuan hukum, sekian aja sih",Lainnya,
"Gue baru kepikiran, gak ngerti ama logika aparat sekarang, apa pendapat kalian?",Lainnya,
"Asli serem, semoga pelaku dan pembiar dihukum adil, let’s discuss",Lainnya,
"Gue setuju sih, lumayan viral nih kasusnya, sekilas pikiran aja",Lainnya,
"Menurut gw, respect sama orang yang rekam dan sebarin videonya, let’s discuss",Lainnya,
"Serius deh, kok bisa diem aja sih? 😤, apa pendapat kalian?",Lainnya,
"Nyata banget ini, bener-bener kehilangan rasa aman sih, peace all ✌️",Sedih,
"Btw guys, semoga pelaku dihukum setimpal, santai aja bacanya",Lainnya,
"Gue baru kepikiran, semoga pelaku dihukum setimpal, tetap waspada guys 💪",Lainnya,
"Ini mah keterlaluan, kok bisa kejadian di depan mapolri?, apa pendapat kalian?",Lainnya,
"Bener juga ya, semoga korban dapet keadilan 🙏, sekilas pikiran aja",Lainnya,
"Kocak tapi miris, lagi trending banget di explore, cmiiw ya",Lainnya,
"Bener juga ya, semoga pelaku dan pembiar dihukum adil, cuma share aja",Lainnya,
"Baru ngeh deh, kalo rakyat kecil, pasti udah ditangkap tuh, curious ama pendapat lain",Lainnya,
"Bener juga ya, jangan takut speak up soal ketidakadilan, ini opini pribadi",Takut,
"Kocak tapi miris, debt collector liar makin berani karena dibiarin, sekian aja sih",Lainnya,
"Gokil sih, akhirnya banyak yang buka suara soal ini 👏, good vibes only",Lainnya,
"Btw guys, gak ngerti ama logika aparat sekarang, cuma share aja",Lainnya,
"Gokil sih, tindakan kayak gini harusnya dilawan bareng-bareng, gimana menurut lo?",Lainnya,
"Ini mah keterlaluan, pengen tau ending-nya gimana nanti, apa pendapat kalian?",Lainnya,
"Gokil sih, bikin malu banget sih polisi cuma rekam doang, no hate ya",Lainnya,
"Gue gak habis pikir, bikin malu banget sih polisi cuma rekam doang, sekilas pikiran aja",Lainnya,
"Asli serem, itu debt collector udah kayak preman, semoga bermanfaat",Lainnya,
"Lo pernah liat video itu gak, penasaran sama klarifikasi dari pihak polisi, cuma share aja",Lainnya,
"Gue setuju sih, kita harus bareng-bareng jaga keadilan, no hate ya",Lainnya,
"Sadar gak sih, ini bukan cuma salah pelaku, yang diem juga bersalah, let’s discuss",Lainnya,
"Ini mah keterlaluan, semoga korban dapet keadilan 🙏, any thoughts?",Lainnya,
"Menurut gw, semoga korban dapet keadilan 🙏, sekian aja sih",Lainnya,
"Ini mah keterlaluan, miris banget lihat pembiaran kekerasan gitu, good vibes only",Lainnya,
"Anjir sumpah, tindakan kayak gini harusnya dilawan bareng-bareng, let’s discuss",Marah,
"Ini mah keterlaluan, debt collector liar makin berani karena dibiarin, semoga bermanfaat",Lainnya,
"Nyata banget ini, semoga pelaku dihukum setimpal, sekilas pikiran aja",Lainnya,
"Gue baru kepikiran, jangan-jangan udah biasa diem aja?, curious ama pendapat lain",Lainnya,
"Asli parah, malu banget ama instansi yang harusnya melindungi, semoga bermanfaat",Lainnya,
"Gak masuk akal sih, baru liat videonya rame di X, good vibes only",Lainnya,
"Serius deh, respect sama orang yang rekam dan sebarin videonya, cuma share aja",Lainnya,
"Btw guys, liat-liat dulu aja deh, santai aja bacanya",Lainnya,
"Lo pernah liat video itu gak, malu banget ama instansi yang harusnya melindungi, sekian aja sih",Lainnya,
"Gak masuk akal sih, masih nunggu penjelasan dari pihak berwenang, sekilas pikiran aja",Lainnya,
"Fix banget, belum tau latar belakangnya, any thoughts?",Lainnya,
"Gue gak habis pikir, masyarakat gak boleh diam aja sih, santai aja bacanya",Lainnya,
"Asli parah, kita bayar pajak buat ditontonin doang?, peace all ✌️",Lainnya,
"Gokil sih, kalo rakyat kecil, pasti udah ditangkap tuh, setuju gak?",Lainnya,
"Nyata banget ini, debt collector liar makin berani karena dibiarin, curious ama pendapat lain",Lainnya,
"Gue baru kepikiran, kok bisa kejadian di depan mapolri?, apa pendapat kalian?",Lainnya,
"Btw guys, kok bisa kejadian di depan mapolri?, santai aja bacanya",Lainnya,
"Asli serem, kebetulan nongol terus di FYP, cmiiw ya",Lainnya,
"Gue setuju sih, semoga institusi berbenah, gak ada maksud jelek",Lainnya,
"Btw guys, polisinya malah nontonin, sumpah absurd, tetap waspada guys 💪",Lainnya,
